stage,Cardiomyocyte,Epithelial.cell,Mesenchymal.cell,Neural.cell,Neural.progenitor.cell,Osteoblast,Pancreatic.cell
24hpf,0,0,0,0,1,0,0
72hpf,0,0,0,0.281848056003223,0,0,0
21Day,0.369986860264282,0.739973720528564,0.739973720528564,0,0.369986860264282,0.369986860264282,0.369986860264282
