stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,6441.52,113.55,30.97,0,1125.2,82.58,0,206.46,2560.09,2353.63
12hpf,5850.72,192.78,36.63,179.28,1501.72,260.25,15.42,356.63,2656.44,1864.13
14hpf,5724.69,90.28,257.48,351.11,1177.04,531.67,96.97,143.79,2200.26,2340.7
16hpf,4811.22,225.59,381.45,334.28,1560.67,611.14,157.91,219.44,2167.71,2444.57
19hpf,7493.58,61.3,172.95,236.43,945.73,389.67,218.92,91.95,777.16,2526.32
24hpf,5483,110,1177,351,1478,640,278,41,2049,1307
2dpf,3812.56,104.26,388.68,507.95,1724.04,2860.05,466.25,135.95,1095.14,1776.58
3dpf,7253.75,229.86,303.41,248.25,259.16,3339.26,113.78,1.72,326.4,712.56
5dpf,1379.93,265.65,753.02,815.56,364.88,4492.28,309.58,295.11,924.61,3290.13
10dpf,4260.32,500.77,910.55,673.34,266.07,4362.61,205.83,8.16,780.65,812.03
